File Name,Random,Dataset,Have Chili,Have Cucumber,Have Tomato,Have Lettuce,Have Basil,Have Healthy
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_20210607_133734.jpg,0.164689816,Train,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_20210607_133738.jpg,0.135614243,Train,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_20210607_133742.jpg,0.272006906,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_20210607_133745.jpg,0.763471515,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_20210607_133749.jpg,0.348415696,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_20210608_164606.jpg,0.273453511,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_20210608_164609.jpg,0.304541861,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_20210608_164615.jpg,0.443892113,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_20210608_164618.jpg,0.053980538,Train,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_20210608_164621.jpg,0.430206616,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_20210608_164623.jpg,0.249922353,Test,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_20210608_164626.jpg,0.593541905,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_20210608_164629.jpg,0.904047243,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_20210608_164634.jpg,0.381111239,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_20210608_164638.jpg,0.716583575,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_20210608_164642.jpg,0.528322578,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_20210608_164645.jpg,0.114188833,Train,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_20210608_164648.jpg,0.346399179,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_20210608_164651.jpg,0.91127463,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_20210608_164655.jpg,0.074061756,Train,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_20210608_164702.jpg,0.637695779,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_20210608_164712.jpg,0.493842722,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_20210608_164714.jpg,0.028703689,Train,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7166.JPEG,0.877465424,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7167.JPEG,0.20417994,Test,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7168.JPEG,0.44181767,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7169.JPEG,0.819495725,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7170.JPEG,0.600086744,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7171.JPEG,0.014395714,Train,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7172.JPEG,0.255362927,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7173.JPEG,0.142363845,Train,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7174.JPEG,0.978781553,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7175.JPEG,0.335507139,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7176.JPEG,0.672592117,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7177.JPEG,0.866761674,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7178.JPEG,0.82015205,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7179.JPEG,0.397496311,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7180.JPEG,0.802325269,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7181.JPEG,0.467391671,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7182.JPEG,0.654109505,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7183.JPEG,0.587477978,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7184.JPEG,0.928786445,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7185.JPEG,0.111393438,Train,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7186.JPEG,0.444172228,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7187.JPEG,0.358750857,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7188.JPEG,0.46963193,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7189.JPEG,0.125034784,Train,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7190.JPEG,0.219635378,Test,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7191.JPEG,0.366331019,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7192.JPEG,0.943918946,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7193.JPEG,0.666820543,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7194.JPEG,0.367266385,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7195.JPEG,0.642809212,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7196.JPEG,0.027303972,Train,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7197.JPEG,0.213033376,Test,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7198.JPEG,0.332005042,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7199.JPEG,0.640326481,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7200.JPEG,0.056214593,Train,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7201.JPEG,0.419548643,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7202.JPEG,0.705190659,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7203.JPEG,0.549309847,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7204.JPEG,0.404062847,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7205.JPEG,0.106037163,Train,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7206.JPEG,0.568739464,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7207.JPEG,0.339331615,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7208.JPEG,0.613721795,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7209.JPEG,0.191286188,Train,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7210.JPEG,0.382365948,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7211.JPEG,0.344720263,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7212.JPEG,0.985525431,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7213.JPEG,0.783127076,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7302.JPEG,0.240203143,Test,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7303.JPEG,0.103754842,Train,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7304.JPEG,0.50276799,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7305.JPEG,0.100788959,Train,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7306.JPEG,0.782289141,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7307.JPEG,0.571135614,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7308.JPEG,0.036328886,Train,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7309.JPEG,0.903152046,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7310.JPEG,0.427751826,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7311.JPEG,0.062211498,Train,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7312.JPEG,0.53788328,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7313.JPEG,0.149114347,Train,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7314.JPEG,0.946523624,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7315.JPEG,0.164778376,Train,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7316.JPEG,0.218941219,Test,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7317.JPEG,0.77069278,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7318.JPEG,0.579504485,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7319.JPEG,0.331674259,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7320.JPEG,0.036813177,Train,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7321.JPEG,0.766459987,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7322.JPEG,0.311436842,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7323.JPEG,0.627784629,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7324.JPEG,0.608836621,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7325.JPEG,0.476276082,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7326.JPEG,0.845348939,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7327.JPEG,0.063450892,Train,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7328.JPEG,0.807936461,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7329.JPEG,0.096124723,Train,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7330.JPEG,0.53155132,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7331.JPEG,0.290213823,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7332.JPEG,0.201421027,Test,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7333.JPEG,0.602260239,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7334.JPEG,0.71479071,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7335.JPEG,0.653141707,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7336.JPEG,0.562705493,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7337.JPEG,0.789901436,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7339.JPEG,0.51701305,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7340.JPEG,0.773567264,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7341.JPEG,0.817378911,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7342.JPEG,0.150077113,Train,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7343.JPEG,0.889386668,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7344.JPEG,0.844115577,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7345.JPEG,0.622324218,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7346.JPEG,0.425576214,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7347.JPEG,0.499892593,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7348.JPEG,0.611494989,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7349.JPEG,0.490680477,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7350.JPEG,0.628913894,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7351.JPEG,0.727284713,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7352.JPEG,0.723316458,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7353.JPEG,0.272472257,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7354.JPEG,0.307232539,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7355.JPEG,0.735329704,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7356.JPEG,0.409878057,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7357.JPEG,0.42564999,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7358.JPEG,0.415298999,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7359.JPEG,0.010443228,Train,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7360.JPEG,0.482717974,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7361.JPEG,0.846485396,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7362.JPEG,0.724886854,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7363.JPEG,0.347488235,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7364.JPEG,0.155115169,Train,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7365.JPEG,0.568507862,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7366.JPEG,0.152443521,Train,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7367.JPEG,0.825395287,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7368.JPEG,0.500222158,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7369.JPEG,0.331157458,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7370.JPEG,0.943750283,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7371.JPEG,0.307014208,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\grownup\withered\no Background/IMG_7372.JPEG,0.629930346,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\young\gesund\GW20210721/20210721_100135.jpg,0.175563215,Train,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\young\gesund\GW20210721/20210721_100137.jpg,0.571622895,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\young\gesund\GW20210721/20210721_100140.jpg,0.938173617,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\young\gesund\GW20210721/20210721_100145.jpg,0.58176746,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\young\gesund\GW20210721/20210721_100146.jpg,0.309279959,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\young\gesund\GW20210721/20210721_100148.jpg,0.982732558,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\young\gesund\GW20210721/20210721_100154.jpg,0.593210234,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\young\gesund\GW20210721/20210721_100155.jpg,0.768968055,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\young\gesund\GW20210721/20210721_100158.jpg,0.697539822,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\young\gesund\GW20210721/20210721_100159.jpg,0.295702027,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\young\gesund\GW20210721/20210721_100203.jpg,0.753968259,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\young\gesund\GW20210721/20210721_100205.jpg,0.392894681,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\young\gesund\GW20210721/20210721_100207.jpg,0.990343335,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\young\gesund\GW20210721/20210721_100213.jpg,0.029988944,Train,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\young\gesund\GW20210721/20210721_100215.jpg,0.348851652,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\young\gesund\GW20210721/20210721_100216.jpg,0.340546925,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\young\gesund\GW20210721/20210721_100221.jpg,0.346053428,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\young\gesund\GW20210721/20210721_100222.jpg,0.887164797,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\young\gesund\GW20210721/20210721_100224.jpg,0.614985712,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\young\gesund\GW20210721/20210721_100227.jpg,0.659593127,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\young\gesund\GW20210721/20210721_100228.jpg,0.88932893,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\young\gesund\GW20210721/20210721_100230.jpg,0.270056093,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\young\gesund\GW20210721/20210721_100236.jpg,0.349416379,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\young\gesund\GW20210721/20210721_100238.jpg,0.565735652,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\young\gesund\GW20210721/20210721_100240.jpg,0.038210844,Train,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Dataset\Basil Dataset\Basil\genovese\young\gesund\GW20210721/20210721_100245.jpg,0.926673406,Others,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
